Order_id,Order Date,Customer Name,State,Category,Sub-Category,Product Name,Sales,Quantity,Profit
1174,09-11-2023,Vineet,Uttarakhand,Office Supplies,Art,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",13.04,4,5.74
1175,30-12-2022,Bhavya,Odisha,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,579.53,4,83.71
1176,07-09-2021,Bhavana,Himachal Pradesh,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",436.00,3,20.52
1177,19-02-2021,Gaurav,Bihar,Technology,Phones,netTALK DUO VoIP Telephone Service,83.98,2,31.49
1178,02-10-2023,Ayush,Chhattisgarh,Office Supplies,Binders,Avery Arch Ring Binders,139.44,3,47.06
1179,12-03-2022,Vipul,Maharashtra,Office Supplies,Paper,Xerox 217,32.40,5,15.55
1180,16-10-2023,Ishita,Jharkhand,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,404.90,5,16.20
1181,28-12-2020,Rakesh,Rajasthan,Office Supplies,Binders,Ibico EPK-21 Electric Binding System,9449.95,5,4630.48
1182,06-08-2020,Gunjan,Haryana,Office Supplies,Binders,GBC Instant Report Kit,12.94,2,6.47
1183,13-02-2021,Sakshi,Manipur,Office Supplies,Paper,EcoTones Memo Sheets,28.80,9,10.08
1184,11-02-2024,Sanjay,Rajasthan,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,11.12,4,5.45
1185,12-08-2022,Mayank,Nagaland,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,18.46,4,6.92
1186,03-12-2023,Tanvi,Goa,Office Supplies,Art,Newell 351,9.84,3,2.85
1187,15-09-2023,Utkarsh,Goa,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,34.50,3,15.53
1188,02-04-2022,Pooja,Jharkhand,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,8.48
1189,02-01-2021,Anushka,Jharkhand,Office Supplies,Paper,Xerox 1954,33.79,8,10.56
1190,12-03-2020,Janhvi,Andhra Pradesh,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,300.53,2,-97.23
1191,19-04-2021,Harsh,Nagaland,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,2.72,2,-4.36
1192,20-11-2022,Mayank,Punjab,Office Supplies,Envelopes,Poly String Tie Envelopes,3.26,2,1.10
1193,23-06-2020,Gaurav,Assam,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,14.58,2,2.37
1194,10-02-2023,Vinay,Manipur,Furniture,Chairs,"Leather Task Chair, Black",145.57,2,0.00
1195,23-08-2020,Anjali,Mizoram,Office Supplies,Binders,Acco 3-Hole Punch,0.88,1,-1.40
1196,15-12-2020,Ankit,Andhra Pradesh,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,143.95,3,14.40
1197,18-05-2023,Vinay,Chhattisgarh,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",310.12,2,80.63
1198,06-06-2022,Suresh,Karnataka,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",585.55,3,73.19
1199,26-06-2023,Sachin,Sikkim,Office Supplies,Paper,Xerox 217,19.44,3,9.33
1200,09-02-2024,Ramesh,Chhattisgarh,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",5.97,5,-4.58
1201,13-08-2022,Shalini,Tripura,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,21.18,1,4.77
1202,27-11-2020,Avinash,Himachal Pradesh,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",41.38,6,3.10
1203,09-04-2023,Ankit,Tripura,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum,16.70,6,1.25
1204,08-03-2022,Ishan,Gujarat,Technology,Accessories,Maxell CD-R Discs,3.15,2,0.47
1205,26-05-2020,Ramesh,Andhra Pradesh,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",32.90,4,11.10
1206,12-07-2022,Shreyas,Rajasthan,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",153.82,11,38.46
1207,08-05-2020,Ishaan,Meghalaya,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",87.54,3,37.64
1208,28-09-2021,Himani,Tamil Nadu,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,603.92,5,45.29
1209,25-03-2020,Anjali,Mizoram,Office Supplies,Paper,Xerox 1919,81.98,2,40.17
1210,24-10-2022,Nisha,Assam,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",46.26,3,12.49
1211,08-02-2020,Yash,Nagaland,Office Supplies,Paper,White GlueTop Scratch Pads,96.26,8,31.28
1212,25-02-2020,Simran,Andhra Pradesh,Office Supplies,Paper,Xerox 195,10.69,2,3.74
1213,28-11-2023,Sahil,Haryana,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,337.09,4,16.85
1214,12-11-2022,Jatin,Sikkim,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,204.60,2,53.20
1215,10-01-2024,Lakshay,Chhattisgarh,Office Supplies,Fasteners,Stockwell Push Pins,8.72,4,2.88
1216,28-11-2022,Kavya,Karnataka,Office Supplies,Paper,Xerox 223,6.48,1,3.11
1217,28-05-2023,Sanjay,West Bengal,Technology,Machines,Star Micronics TSP800 TSP847IIU Receipt Printer,686.32,2,223.05
1218,20-10-2023,Sudhir,Uttar Pradesh,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",62.18,1,16.79
1219,03-11-2023,Sameer,Goa,Office Supplies,Art,Nontoxic Chalk,4.22,3,1.48
1220,29-09-2023,Akhil,Uttarakhand,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",409.27,2,-81.85
1221,22-09-2020,Khushi,Goa,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",55.44,11,18.02
1222,15-12-2023,Abhay,Gujarat,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,20.93,4,6.80
1223,02-11-2023,Shweta,West Bengal,Office Supplies,Storage,Tennsco Single-Tier Lockers,1801.63,6,-337.81
1224,13-09-2021,Akash,Bihar,Furniture,Tables,Hon 4060 Series Tables,67.18,1,-20.15
1225,29-10-2023,Gaurav,Gujarat,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,2.96
1226,25-01-2023,Sheetal,Sikkim,Furniture,Tables,"Bevis Oval Conference Table, Walnut",2348.82,9,399.30
1227,21-11-2022,Utkarsh,Andhra Pradesh,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",1395.54,9,362.84
1228,03-03-2021,Shraddha,Tamil Nadu,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",117.36,4,36.38
1229,05-01-2024,Gaurav,Nagaland,Office Supplies,Labels,Avery 48,18.90,3,8.69
1230,27-04-2021,Ishita,Karnataka,Office Supplies,Paper,White Computer Printout Paper by Universal,77.52,2,37.98
1231,09-04-2021,Amrita,Assam,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,10.05,2,3.14
1232,07-01-2024,Gaurav,Himachal Pradesh,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,807.75,5,153.47
1233,06-10-2020,Sheetal,Tripura,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,48.94,1,24.47
1234,20-12-2023,Gaurav,Karnataka,Office Supplies,Paper,Xerox 217,15.55,3,5.44
1235,19-06-2021,Simran,Kerala,Office Supplies,Appliances,Holmes Odor Grabber,69.22,6,11.25
1236,24-10-2021,Ishaan,Mizoram,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,43.18,7,13.49
1237,27-02-2022,Neha,Mizoram,Furniture,Furnishings,"Master Caster Door Stop, Brown",15.24,3,5.18
1238,27-07-2021,Uma,Jharkhand,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,795.41,6,59.66
1239,22-05-2023,Neha,Odisha,Office Supplies,Fasteners,Sterling Rubber Bands by Alliance,4.71,1,0.00
1240,02-12-2023,Avinash,Uttar Pradesh,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",9.41,2,3.41
1241,22-08-2023,Ayesha,Madhya Pradesh,Office Supplies,Fasteners,Staples,4.67,2,1.46
1242,04-06-2022,Amrita,Haryana,Technology,Phones,Bose SoundLink Bluetooth Speaker,318.40,2,107.46
1243,15-05-2021,Anushka,Odisha,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,12.77,6,4.63
1244,21-12-2020,Raman,Jharkhand,Office Supplies,Supplies,Stiletto Hand Letter Openers,15.36,2,-3.26
1245,10-03-2022,Udit,Nagaland,Technology,Phones,Pyle PMP37LED,230.38,3,20.16
1246,02-11-2022,Hari,Telangana,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,7.16,1,-0.09
1247,24-12-2023,Gayatri,Andhra Pradesh,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",258.28,3,-70.10
1248,09-12-2022,Sudhir,Uttar Pradesh,Furniture,Tables,Bevis Round Conference Room Tables and Bases,143.43,1,3.59
1249,15-12-2022,Avinash,Nagaland,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.35,3,13.76
1250,05-02-2023,Sonam,Sikkim,Office Supplies,Storage,Advantus Rolling Drawer Organizers,61.57,2,4.62
1251,01-09-2020,Sumit,Jharkhand,Office Supplies,Art,DIXON Oriole Pencils,6.19,3,0.46
1252,30-11-2021,Kabir,Tamil Nadu,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,55.98,2,4.20
1253,16-11-2022,Pooja,Himachal Pradesh,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,14.48,5,4.89
1254,04-12-2021,Sandeep,Tamil Nadu,Technology,Accessories,Logitech G105 Gaming Keyboard,142.49,3,-3.56
1255,18-01-2023,Hari,Uttar Pradesh,Office Supplies,Fasteners,Colored Push Pins,4.34,3,0.87
1256,02-02-2021,Divya,Chhattisgarh,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,31.78,3,-19.07
1257,24-03-2023,Jaya,Sikkim,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,4.93,2,1.72
1258,24-06-2022,Vikas,Meghalaya,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.79,3,-3.04
1259,22-02-2023,Kavya,Andhra Pradesh,Office Supplies,Fasteners,Sterling Rubber Bands by Alliance,15.07,4,-3.77
1260,01-10-2023,Karthik,Himachal Pradesh,Office Supplies,Labels,Avery 512,14.45,5,6.79
1261,21-11-2020,Sandeep,Gujarat,Office Supplies,Binders,GBC Recycled Regency Composition Covers,95.65,2,31.09
1262,30-11-2020,Shashank,Telangana,Office Supplies,Labels,Avery 519,29.24,4,13.74
1263,13-05-2023,Kajal,Maharashtra,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",589.41,5,-6.55
1264,30-08-2023,Gunjan,Jharkhand,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,91.92,5,11.49
1265,06-10-2023,Ishika,Manipur,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,99.98,2,34.99
1266,25-11-2021,Nikhil,Meghalaya,Technology,Accessories,Imation¬†USB 2.0 Swivel¬†Flash Drive¬†USB¬†flash drive¬†- 4 GB - Pink,9.09,3,1.91
1267,26-05-2022,Lakshay,Himachal Pradesh,Office Supplies,Binders,GBC VeloBinder Strips,15.36,2,7.68
1268,24-10-2022,Disha,Sikkim,Office Supplies,Storage,"Tennsco Lockers, Gray",83.92,5,-13.64
1269,06-07-2023,Aman,Gujarat,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,386.34,2,54.09
1270,12-05-2020,Kajal,Rajasthan,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",129.92,5,21.11
1271,15-03-2023,Raj,Manipur,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",107.44,10,10.74
1272,26-10-2022,Harsh,Tamil Nadu,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",23.47,3,4.99
1273,23-08-2022,Anand,Chhattisgarh,Office Supplies,Paper,Xerox 197,123.92,4,55.76
1274,17-06-2021,Tanvi,Gujarat,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",88.77,2,31.07
1275,11-07-2023,Sheetal,Andhra Pradesh,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,144.60,3,41.93
1276,08-10-2023,Sunil,Assam,Technology,Phones,iOttie HLCRIO102 Car Mount,15.99,1,-3.00
1277,13-09-2022,Rohit,Tamil Nadu,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.35,3,13.76
1278,23-01-2024,Anushka,Kerala,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",15.28,2,7.49
1279,25-02-2020,Harsh,Bihar,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,46.87,7,3.52
1280,16-12-2020,Yash,Goa,Technology,Phones,Motorola Droid Maxx,719.95,6,72.00
1281,28-04-2021,Karthik,Telangana,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,755.94,7,66.15
1282,04-12-2021,Chirag,Maharashtra,Office Supplies,Binders,GBC Personal VeloBind Strips,11.98,5,-19.17
1283,18-02-2020,Aditi,Uttarakhand,Office Supplies,Binders,Avery Non-Stick Binders,0.90,1,-1.57
1284,11-05-2022,Sanjay,Odisha,Technology,Machines,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,101.99,2,-71.40
1285,30-05-2020,Nidhi,Tripura,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",18.26,2,-13.39
1286,05-08-2022,Simran,Goa,Office Supplies,Art,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",255.85,7,112.57
1287,18-08-2020,Sandeep,Assam,Office Supplies,Storage,Fellowes High-Stak Drawer Files,281.90,2,10.57
1288,12-01-2020,Kabir,Arunachal Pradesh,Office Supplies,Envelopes,Airmail Envelopes,201.43,3,67.98
1289,14-07-2022,Advait,Assam,Furniture,Furnishings,DAX Cubicle Frames - 8x10,63.47,11,19.04
1290,07-03-2021,Nitin,Madhya Pradesh,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,345.00,5,58.65
1291,01-03-2022,Shivam,Punjab,Office Supplies,Storage,Iris Project Case,31.92,4,8.30
1292,06-12-2020,Vineet,Sikkim,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,433.57,2,-65.04
1293,18-07-2020,Jaya,Sikkim,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,7.31,1,3.44
1294,27-10-2023,Raman,Nagaland,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,8.92,4,3.92
1295,29-02-2020,Nidhi,Madhya Pradesh,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",7.64,1,3.74
1296,17-09-2021,Shailendra,Uttarakhand,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.90,5,4.17
1297,20-02-2022,Sameer,Haryana,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1,6.20
1298,19-01-2021,Jatin,Kerala,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",22.24,2,2.50
1299,24-08-2022,Prateek,Bihar,Office Supplies,Art,Newell 32,11.52,4,3.23
1300,09-07-2023,Kavya,Himachal Pradesh,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1298.55,5,311.65
1301,15-06-2023,Kavya,Manipur,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,213.92,4,62.04
1302,17-06-2022,Vinita,Sikkim,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,25.78,2,2.58
1303,23-09-2023,Vikram,Kerala,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",245.98,2,27.06
1304,08-12-2020,Aarav,Jharkhand,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,18.94,1,9.47
1305,04-03-2021,Sahil,Madhya Pradesh,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,7.75,3,2.81
1306,19-07-2023,Nikhil,Himachal Pradesh,Office Supplies,Envelopes,Pastel Pink Envelopes,36.40,5,17.47
1307,13-07-2022,Jatin,Nagaland,Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,22.96,2,4.36
1308,08-12-2020,Udit,Assam,Office Supplies,Storage,Space Solutions Industrial Galvanized Steel Shelving.,315.20,4,6.30
1309,10-02-2022,Shreya,Mizoram,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,15.18,3,7.13
1310,10-12-2020,Prachi,Rajasthan,Office Supplies,Binders,Avery Metallic Poly Binders,22.92,4,11.00
1311,11-11-2021,Sanjay,Madhya Pradesh,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,269.90,5,16.19
1312,04-07-2023,Janhvi,Odisha,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",3.16,4,-8.53
1313,14-06-2023,Raj,Madhya Pradesh,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,1999.96,5,624.99
1314,27-08-2023,Ankit,Chhattisgarh,Office Supplies,Paper,Xerox 1951,322.19,13,100.69
1315,04-12-2023,Sachin,Punjab,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2.95,3,-4.86
1316,18-12-2021,Disha,Andhra Pradesh,Office Supplies,Paper,Xerox 1903,19.14,4,6.94
1317,08-05-2021,Chirag,Nagaland,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,177.00,3,30.09
1318,06-06-2022,Bhavya,Rajasthan,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",79.45,7,22.25
1319,28-06-2022,Aniket,Madhya Pradesh,Furniture,Chairs,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,1628.82,9,260.61
1320,27-07-2021,Shiv,Meghalaya,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",15.38,1,4.04
1321,15-08-2022,Rohan,Gujarat,Furniture,Chairs,Global Italian Leather Office Chair,183.37,2,-7.86
1322,07-10-2023,Lakshay,Maharashtra,Office Supplies,Paper,Xerox 1897,7.97,2,2.89
1323,22-02-2020,Kriti,Madhya Pradesh,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,14.35,3,5.02
1324,22-11-2021,Nikhil,Chhattisgarh,Technology,Accessories,Logitech¬†Illuminated - Keyboard,179.97,3,86.39
1325,06-05-2020,Udit,Himachal Pradesh,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",10.78,5,-17.25
1326,28-08-2020,Lakshay,Odisha,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,119.98,3,-18.00
1327,21-02-2022,Chirag,Assam,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,5.31,2,-1.59
1328,01-02-2022,Manisha,Tripura,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",275.97,3,11.04
1329,24-05-2022,Hemant,Uttar Pradesh,Technology,Phones,Avaya IP Phone 1140E VoIP phone,1394.95,5,362.69
1330,21-05-2020,Alia,Bihar,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",545.88,6,70.96
1331,23-12-2021,Abhay,West Bengal,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",52.51,6,19.69
1332,10-02-2021,Gaurav,Assam,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",186.91,6,-35.05
1333,18-07-2021,Sonia,Uttarakhand,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",10.05,4,3.14
1334,08-01-2021,Jaya,Nagaland,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,605.34,6,145.28
1335,02-10-2023,Karan,Haryana,Office Supplies,Paper,Xerox 1925,61.96,2,27.88
1336,22-12-2021,Sunil,Gujarat,Office Supplies,Binders,Computer Printout Index Tabs,1.34,1,0.47
1337,07-09-2023,Ishan,Odisha,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,13.44,3,6.59
1338,10-04-2023,Shivam,Tamil Nadu,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,2.99,1,1.12
1339,19-04-2023,Ananya,Maharashtra,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,20.06,6,7.02
1340,28-09-2021,Kunal,Nagaland,Office Supplies,Paper,Xerox 1917,146.73,3,68.96
1341,18-12-2022,Jatin,Himachal Pradesh,Office Supplies,Labels,Avery 480,18.75,5,9.00
1342,06-05-2022,Prachi,Haryana,Technology,Phones,Panasonic KX TS208W Corded phone,117.58,3,11.76
1343,04-04-2022,Ishita,Uttar Pradesh,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,321.55,6,20.10
1344,20-04-2023,Akhil,Kerala,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,8.48
1345,08-06-2020,Swati,West Bengal,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",328.59,3,-147.87
1346,05-04-2020,Kriti,Nagaland,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",98.35,3,-24.59
1347,23-05-2021,Amrita,Bihar,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,319.97,4,71.99
1348,29-05-2022,Pranav,Assam,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl",505.32,3,31.58
1349,25-12-2020,Isha,Telangana,Office Supplies,Paper,Wirebound Voice Message Log Book,3.81,1,1.24
1350,13-02-2020,Sumit,Odisha,Office Supplies,Binders,Satellite Sectional Post Binders,8.68,1,-14.76
1351,24-06-2021,Shakshi,Mizoram,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",24.42,1,7.94
1352,17-03-2020,Shreya,Haryana,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,121.79,4,13.70
1353,22-03-2021,Bhavana,Goa,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",409.59,3,-122.88
1354,15-12-2022,Karthik,Chhattisgarh,Office Supplies,Binders,Plastic Binding Combs,36.36,3,12.27
1355,03-05-2022,Saurabh,Arunachal Pradesh,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",194.70,5,9.74
1356,04-07-2022,Tarun,Jharkhand,Furniture,Tables,Hon 2111 Invitation Series Straight Table,591.32,4,112.35
1357,30-12-2023,Isha,West Bengal,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,2.84,1,0.88
1358,11-05-2023,Aditi,Odisha,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",93.89,4,12.91
1359,04-01-2020,Abhilasha,Kerala,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,129.92,4,10.39
1360,15-11-2020,Harsh,Madhya Pradesh,Office Supplies,Paper,Xerox 210,10.37,2,3.63
1361,18-11-2022,Tarun,Tamil Nadu,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,34.27,3,11.14
1362,29-10-2023,Jatin,Tamil Nadu,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,11.85,3,3.79
1363,15-04-2020,Saloni,Punjab,Office Supplies,Binders,GBC VeloBind Cover Sets,49.41,4,18.53
1364,02-01-2024,Alia,Andhra Pradesh,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",40.78,3,0.51
1365,04-03-2020,Bhavana,Himachal Pradesh,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",13.70,3,-9.59
1366,29-01-2020,Jhanvi,Odisha,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,63.92,4,3.20
1367,14-02-2024,Monica,Chhattisgarh,Technology,Phones,Vtech CS6719,383.96,5,38.40
1368,07-10-2023,Anjali,Assam,Office Supplies,Paper,Xerox 2,10.37,2,3.63
1369,13-02-2022,Sumit,Rajasthan,Office Supplies,Paper,Easy-staple paper,11.95,3,4.03
1370,03-06-2022,Janhvi,Sikkim,Office Supplies,Binders,Avery Non-Stick Binders,7.18,2,2.25
1371,15-12-2022,Sonam,Gujarat,Office Supplies,Supplies,Serrated Blade or Curved Handle Hand Letter Openers,6.28,2,0.06
1372,21-09-2023,Pooja,Bihar,Office Supplies,Supplies,Premier Automatic Letter Opener,480.74,2,14.42
1373,09-02-2022,Shakshi,Sikkim,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,617.00,6,-36.29
1374,11-12-2020,Shakshi,Gujarat,Office Supplies,Storage,Eldon Portable Mobile Manager,141.40,5,38.18
1375,02-02-2022,Sakshi,Karnataka,Technology,Phones,Digium D40 VoIP phone,257.98,2,74.81
1376,19-02-2023,Sheetal,Sikkim,Technology,Phones,Apple iPhone 5S,2735.95,6,341.99
1377,24-03-2023,Sumit,Manipur,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,1.98,2,0.89
1378,19-03-2022,Aishwarya,Arunachal Pradesh,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2,35.66
1379,08-06-2020,Tanvi,Kerala,Office Supplies,Fasteners,Staples,11.34,3,5.22
1380,24-04-2023,Sagar,Meghalaya,Office Supplies,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",80.30,5,20.88
1381,14-07-2022,Saurabh,West Bengal,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",15.97,2,5.39
1382,29-11-2021,Anushka,Maharashtra,Office Supplies,Paper,Xerox 1952,64.74,13,30.43
1383,01-06-2023,Divya,West Bengal,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",19.30,3,6.03
1384,04-07-2023,Udit,Karnataka,Office Supplies,Storage,Tennsco Regal Shelving Units,405.64,4,12.17
1385,23-06-2022,Shubham,West Bengal,Furniture,Chairs,Novimex Fabric Task Chair,146.35,3,-9.15
1386,16-09-2020,Nitin,Arunachal Pradesh,Technology,Accessories,Maxell¬†LTO Ultrium - 800 GB,251.91,9,47.86
1387,25-07-2020,Himani,Karnataka,Office Supplies,Art,Newell 325,12.39,3,3.72
1388,13-05-2021,Shubham,Karnataka,Office Supplies,Art,Lumber Crayons,49.25,5,18.72
1389,03-05-2023,Nitin,Mizoram,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",10.16,2,4.78
